NAME,PROV,ARA,RHA,GAL,GLU,XYL,MAN,INS_LIG,SOL_LIG,TOT_LIG,HOLO,A_CELL,HEMICELL,FIB_LNGTH,MFA ,MFA_YR1,DENS,CRYST,S2G,PHB
HOPF-27-4 ,HOPF,0.740020151,1.122858672,0.652514266,55.57566388,19.23713514,3.146421953,17.73236651,2.472703302,20.20506981,71.85534591,43.70858177,28.14676414,0.976,16.17,17.01,399,45.05,72.98,1.864608455
HOPF-27-5 ,HOPF,0.57571187,0.756619885,0.585582118,49.85850553,21.71138193,3.356861026,18.65626875,2.940693679,21.59696243,70.30508475,39.50227005,30.8028147,,,,449.98,,78.86,0.518170884
HOPG-27-1,HOPG,0.693829477,0.712545182,0.667350297,53.12032556,20.52938472,3.264799155,20.64010451,2.096371949,22.73647646,68.84315117,39.47487493,29.36827624,0.799,17.37,18.2,429.78,51.55,69.3,1.259206232
HOPG-27-2,HOPG,0.736233063,0.855635654,0.872128752,51.07371925,19.55129028,3.413649987,19.15962525,2.279461214,21.43908647,67.29088639,39.05963791,28.23124848,1.079,18.0847125,17.72535,415.19,50.53727762,70.68282769,
HOPG-27-5 ,HOPG,0.802592534,0.848200377,0.751797671,54.16701192,20.08091097,3.701727252,17.7661659,2.610563506,20.37672941,66.39004149,38.65438642,27.73565507,0.967,17.96,21.8,432.23,47.39,74.2,2.122544398
HRSO-27-1 ,HRSO,0.61889544,0.488259319,0.527689326,55.80565914,20.26938056,3.763638253,17.21938776,2.123579545,19.3429673,72.62532982,43.77360269,28.85172712,0.906,14.01,17.73,450.84,47.17,71.14,3.679380011
HRSO-27-2 ,HRSO,0.869988734,0.492291696,0.712822983,56.68166357,20.44368963,3.992242103,17.89348543,2.270066909,20.16355234,68.25882162,41.17828787,27.08053375,1.131,13.652575,14.610875,416.455,48.38144209,71.11453746,2.851302722
HRSO-27-4 ,HRSO,0.779961636,0.675546488,0.860596938,57.24069379,19.45023384,3.089680798,17.37538949,2.301394592,19.67678408,69.26328266,41.41499874,27.84828392,0.952,15.86864375,19.1628,420.11,45.56967281,72.62592985,2.278281607
HRSP-27-1 ,HRSP,0.779632254,0.870775147,0.720581236,52.844888,21.52274919,3.434163435,17.79497099,2.458267393,20.25323838,67.76602365,39.75068245,28.01534119,0.86,15.09,16.29,409.35,48.78,74.57,0.840697303
HRSP-27-3 ,HRSP,0.740186431,0.917165552,0.659504741,55.68785833,18.82363964,3.596208381,17.40763932,2.60872659,20.01636591,66.45876646,40.0418894,26.41687705,0.816,13.41,13.65,352.48,54.35,74.19,3.178211791
HRSP-27-4 ,HRSP,0.74841328,0.971396157,0.785145644,55.61829978,19.69766584,2.92765072,18.87252318,1.925447192,20.79797037,70.78218843,43.04877585,27.73341258,1.01,16.048325,19.1628,434.875,43.7638857,68.89422414,4.394983825
JASP-30-1 ,JASP,0.689052627,0.727977978,0.846156565,54.56789791,18.75226499,2.974688246,19.16398714,2.271090324,21.43507746,70.1215611,42.4994362,27.6221249,0.947,16.53,20.12,391.64,45.25,74.77,3.250876738
JASP-30-3 ,JASP,0.893710016,0.746394382,0.649849559,48.8274422,18.75225755,2.804284583,18.84438608,2.356563004,21.20094908,65.82278481,38.67947221,27.1433126,0.85,15.09,18.44,414.6,50.51,68.13,2.036124457
JASP-30-4 ,JASP,0.719095165,0.615481092,0.856304165,59.55357501,16.10139725,1.945997275,16.56565657,2.229599021,18.79525559,71.00977199,44.40643036,26.60334163,0.969,18.8,20.84,442.15,52.08,71.09,1.972312297
JEFF-30-1 ,JEFF,0.774959333,0.759898965,0.665195643,52.06404731,19.48935125,2.624317147,17.57656458,2.86212323,20.43868781,68.54237288,42.71102791,25.83134497,0.938,19.4,21.56,453.19,49.02,73.46,0.73163596
JEFF-30-2 ,JEFF,0.808268578,0.724811946,0.682537028,53.29447739,19.46216037,2.993212348,18.46537742,3.079623433,21.54500085,67.81362007,41.53215007,26.28147,0.999,17.25,16.53,361.71,50.25,73.77,1.93067683
JEFF-30-3 ,JEFF,0.69976974,0.692289005,0.672382017,52.21708553,18.90060713,3.287096225,19.48717949,2.224271562,21.71145105,73.31887202,40.79678614,32.52208588,0.936,20.48,19.88,399.61,48.54,74.62,0.77093584
JEFF-30-4 ,JEFF,0.727584143,0.879387044,0.635780418,49.62448778,19.01108674,3.066535595,20.65848935,2.316333118,22.97482247,66.90694626,39.14338208,27.76356419,0.753,11.86,18.08,387.58,45.87,67.83,2.500389691
KIMB-16-1 ,KIMB,0.85697095,1.008123429,0.646300948,50.27372363,19.80564364,2.865769067,18.96103896,2.910301063,21.87134002,71.28005198,44.03445407,27.24559792,0.884,17.49,20.12,408.79,46.08,68.91,0.627709912
KIMB-16-2 ,KIMB,0.450447347,,0.831571594,58.93866406,13.97845061,2.021558168,15.22742254,1.866243183,17.09366573,70.77747989,45.50179383,25.27568606,0.916,17.73,20.6,429.63,50.25,72.14,1.422427287
KIMB-16-3 ,KIMB,0.556641284,,0.52687289,54.14785707,17.6044223,3.14454376,18.98577613,1.69716647,20.6829426,70.60402685,44.98559198,25.61843487,0.777,16.53,17.13,396.88,45.66,66.18,2.32857746
KIMB-16-4 ,KIMB,0.739973199,0.831493288,0.609203925,52.67866996,18.81593666,2.826379682,17.20818291,2.716168909,19.92435182,67.20963173,40.50070811,26.70892362,,18.56,20,457.3,,72.35,
KIMB-16-5 ,KIMB,0.891135308,0.861762728,0.615590979,52.43587645,19.80148822,2.692546456,16.27502176,2.687791756,18.96281351,67.57990868,40.5649269,27.01498177,,19.64,20.36,459.29,,70.48,
KLNA-20-3 ,KLNA,0.763069382,0.667845351,0.779476171,53.91644529,17.55994182,2.715282505,17.67323586,2.348783448,20.0220193,68.78751501,42.85686781,25.9306472,0.978,17.13,21.44,465.58,58.14,70.55,2.898341949
KLNA-20-4 ,KLNA,0.847189624,0.703388469,0.55034425,49.50966227,18.73790151,3.640655789,17.96875,2.617039536,20.58578954,67.34160679,39.85402113,27.48758566,1.044,16.17,21.56,443.91,48.08,70.34,0.932218677
KLNA-20-5,KLNA,0.658500416,0.738379075,0.533882517,51.57646249,18.67285976,3.799721542,19.5855615,2.271906903,21.8574684,68.36388323,42.11715186,26.24673137,0.945,16.53,18.2,426.59,47.17,67.21,1.983612247
KLNB-20-2,KLNB,0.530882255,0.588674267,0.458867834,52.23826755,18.22160867,3.167109392,18.84615385,2.694055944,21.54020979,68.10584958,40.26811902,27.83773056,1.033,19.76,19.52,418.52,51.02,72.86,0.731883122
KLNB-20-3 ,KLNB,0.699577272,0.758493309,0.637675098,49.91462816,18.65015147,3.070636596,18.67638811,2.476724621,21.15311273,68.07747489,40.98658637,27.09088852,1.006,17.96,20.24,390.89,47.62,69.04,0.611015937
KLNC-20-2 ,KLNC,0.660850211,0.560719063,0.477813642,46.94981873,17.99259756,2.564718268,17.4573055,2.590822839,20.04812834,72.60273973,43.79192772,28.81081201,0.902,20.84,20.84,398.33,52.63,74.58,0.248485434
KLND-20-1 ,KLND,0.801970677,0.525811086,0.578025256,50.97188411,19.45147072,2.935539725,17.48942172,2.956468778,20.4458905,69.82813495,42.58446286,27.24367208,0.86,16.77,20.84,432.93,50.76,73.48,0.923184956
KLND-20-2 ,KLND,0.63212744,,0.747958186,46.65703638,18.33721501,2.802294168,18.02973978,2.27681086,20.30655064,63.14496314,35.58272951,27.56223363,0.905,20.36,22.76,458.7,56.82,71.06,0.198953957
KLND-20-3,KLND,0.918819153,0.660062535,0.635429166,49.62639824,19.68422387,3.303348257,19.34357542,2.798343068,22.14191849,67.01388889,37.89981158,29.11407731,0.827,17.85,17.25,399,52.36,71.81,1.684020761
KLND-20-5 ,KLND,0.658436777,0.779742542,0.642584444,47.2610705,18.85507583,3.243932013,18.86073807,2.631438741,21.49217681,67.68348467,37.78846214,29.89502254,0.775,18.923225,19.58205625,421.725,52.63741135,73.79321231,
KLNE-20-1 ,KLNE,0.97139764,0.626944393,0.61845667,47.09623778,18.53386025,2.776379662,18.5619956,3.103381578,21.66537718,69.6929239,41.29627421,28.39664969,0.84,16.77,20.36,403.05,46.51,73.96,1.861421072
KLNE-20-2 ,KLNE,0.671300443,0.490027427,0.627501676,51.66151261,18.5567954,2.786744948,18.64150943,2.766312178,21.40782161,67.77702243,39.44111325,28.33590918,0.812,20.12,21.56,418.45,46.51,72.58,1.081622475
KLNE-20-3 ,KLNE,0.881304971,0.683012678,0.663588309,49.87351075,19.83270815,3.75822699,18.24034335,2.481271947,20.72161529,68.52531181,39.77783214,28.74747968,0.823,18.44,20.48,425.39,50.76,68.37,0.630707059
KLNE-20-4 ,KLNE,0.418221111,0.251102179,0.229258653,44.77481304,17.21608508,3.227301755,17.87531807,2.358923201,20.23424127,72.43172952,39.80018846,32.63154105,0.965,19.64,19.16,370.57,47.17,74.23,0.661894019
KLNE-20-5 ,KLNE,0.680025589,,0.906334843,53.71300671,16.28186854,2.443970751,16.90054912,2.02776083,18.92830995,71.02803738,45.19047899,25.83755839,1.053,17.37,20.6,483.56,44.84,72.03,0.951741269
KLNG-20-1 ,KLNG,0.816226257,0.989160638,0.564027975,44.68185219,18.10825778,3.146797769,17.18146718,2.427284427,19.60875161,69.4531741,40.88539055,28.56778356,1.076,16.41,19.16,432.19,52.36,69.03,0.33544693
KLNG-20-2,KLNG,0.624264874,0.602338504,0.601921466,47.21559991,16.54560753,3.204894964,19.12848294,2.038532233,21.16701517,68.16870248,41.66668089,26.50202158,0.941666667,16.048325,19.44230417,335.22,48.98140916,71.64835225,
KLNG-20-4 ,KLNG,0.752544386,0.638121958,0.547863903,49.88326818,17.11569309,2.840066071,14.25219941,2.669128232,16.92132765,75.2027027,43.70825924,31.49444346,0.838,19.4,20.36,377.63,49.5,72.62,0.437360299
KLNG-20-6 ,KLNG,0.623188203,0.701102737,0.529164008,47.38351647,17.25746831,2.990719301,17.37346101,2.437010322,19.81047133,70.93333333,42.53533152,28.39800181,1.035,15.57,18.56,374.73,46.08,68.7,2.863457972
KLNG-20-7 ,KLNG,0.642406282,0.690197257,0.56266843,48.03122202,17.17819443,3.09436396,15.87403599,2.774888993,18.64892498,68.95403065,43.2928888,25.66114184,0.898,18.32,17.61,404.26,42.92,72.37,0.773966007
KTMA-12-1 ,KTMA,0.816404185,0.558164917,0.869544034,52.07734379,18.53103893,3.844088135,17.6784523,2.55540057,20.23385287,68.37041491,42.3154841,26.05493082,0.986,18.56,18.68,408.09,49.75,69.79,3.333836797
KTMA-12-4 ,KTMA,0.637157768,0.416308665,0.353931265,51.83673442,19.15023291,2.340637365,19.10466583,2.378310214,21.48297604,64.1495042,38.32224271,25.82726149,0.63,20.84,24.67,478.38,51.81,69.2,3.003336162
KTMC-12-3 ,KTMC,0.537921388,0.820550129,0.477432633,52.8012462,18.75350005,2.579664215,15.83442838,2.55937164,18.39380002,74.53066333,43.1369253,31.39373803,0.905,19.28,19.28,386.65,48.78,71.01,2.453358382
KTWF-10-3 ,KTWF,0.613234808,0.878288899,0.887243508,52.97069023,18.09624002,2.761692793,17.43958197,2.508817766,19.94839974,67.78934476,39.14523259,28.64411218,0.882,21.56,20.96,416.97,45.87,72.42,0.802784323
LAFY-30-1 ,LAFY,0.611623491,0.716911471,0.849084718,50.54369613,17.88783203,2.929777352,20.69857697,2.625808538,23.32438551,65.3624118,38.99266956,26.36974224,0.92,16.65,20.6,320.42,45.25,69.34,3.78363556
LAFY-30-2 ,LAFY,0.776697493,0.730958445,0.883003866,50.82192865,20.06741575,2.034599379,16.10223642,2.597269823,18.69950624,68.09256662,41.29186276,26.80070386,0.96,19.16,20,399.18,45.05,67.53,1.518159435
LAFY-30-3 ,LAFY,0.517532151,0.829022568,0.607922015,52.14258698,16.2781825,2.015065271,18.40052016,2.805325689,21.20584584,66.14785992,38.67131556,27.47654436,0.96,14.61,16.29,366.96,45.87,69.1,3.393866255
LILA-26-2 ,LILA,0.598027723,0.489081591,0.626859065,49.64112075,20.81291003,2.970824469,18.0564675,2.828150182,20.88461768,66.66666667,38.22717034,28.43949632,0.972,19.04,21.08,425.3,51.28,68.9,0.628635961
LILA-26-4 ,LILA,0.603924895,0.790675619,0.508566475,50.54109174,21.95877154,2.592711259,16.84958037,3.019602089,19.86918246,71.16077866,41.01032691,30.15045175,0.907,18.56,18.8,372.74,46.95,72.4,
LILA-26-5 ,LILA,0.510015815,0.608105687,0.428114727,49.59963478,19.6444462,2.738720228,17.29660474,3.320540446,20.61714519,69.3000693,38.35505831,30.94501099,0.918,14.73,18.8,389.21,46.51,74.57,1.944243508
LILB-26-1 ,LILB,0.686861875,0.890675758,0.567245554,48.26533556,19.54491341,2.490354999,17.8614098,2.427527968,20.28893776,71.31560029,40.84533378,30.47026651,0.946,18.44,17.85,416.72,44.25,67.82,0.915368974
LILB-26-2 ,LILB,0.591445776,0.779050204,0.602227194,46.90800023,18.80082611,2.757555826,18.65524061,2.94615569,21.6013963,69.71504307,43.87136294,25.84368013,0.854,18.68,18.8,367.16,45.87,73.36,0.857712585
LILB-26-3,LILB,0.565829262,0.534562054,0.496696928,51.29937482,20.83841269,2.76583012,17.23329831,2.586039408,19.81933772,69.4523322,40.29064903,29.16168317,0.981,19.2825875,19.0430125,443,50.39350089,69.46247411,0.514941726
LILB-26-4,LILB,0.61034799,1.026813799,0.671868682,48.87861581,18.86144833,2.719958067,18.21192053,2.72372065,20.93564118,67.46835443,40.18195481,27.28639962,0.823,19.04,22.04,378.02,49.26,70.1,0.719544602
LILB-26-5 ,LILB,0.536013143,0.816717532,0.590388581,50.76517185,19.0941462,2.904179024,16.6560712,2.942957869,19.59902907,70.65637066,40.74339511,29.91297555,0.932,18.68,19.28,352.92,45.66,72.78,2.951943198
LILC-26-1 ,LILC,0.538163188,1.334027576,0.659031998,40.66209448,13.91230467,1.901606843,17.65860039,2.004072775,19.66267317,69.1166989,40.05885283,29.05784607,0.829,17.61,20,385.81,44.64,71.18,1.110114948
LILC-26-2 ,LILC,0.76393047,1.414188277,0.716373063,48.96549899,20.01999156,3.040011462,17.99870045,2.903361096,20.90206155,70.48231511,39.41155149,31.07076363,0.635,18.68,18.8,377.71,46.08,72.33,0.779396134
LILC-26-3 ,LILC,0.63597757,0.66607859,0.488934682,48.54626877,20.33699928,3.321614157,19.40768746,3.266139657,22.67382712,68.82566586,38.56620202,30.25946384,0.716,19.04,18.8,402.04,49.02,73.02,0.532625495
LILC-26-5 ,LILC,0.538205987,0.540813824,0.674015515,51.90731998,18.7135535,2.542771218,17.70963705,3.163841165,20.87347821,68.4418146,38.2083849,30.23342969,0.771,17.73,21.56,376.08,47.17,73.6,0.909486947
LILD-26-3 ,LILD,0.445604528,0.373224369,0.606183711,53.44011728,18.60029472,3.10052913,16.99554424,2.993952896,19.98949714,69.58333333,42.95127482,26.63205851,1.031,17.49,19.76,428.41,46.51,73.64,2.130228409
LNZK-28-2 ,LNZK,0.547817761,0.463652352,0.488118935,52.15526184,20.02625456,3.149721497,18.61219196,2.603466572,21.21565853,69.50032446,42.01202825,27.48829621,0.865,17.61,19.28,403.2,45.87,70.11,0.943240341
LNZK-28-3 ,LNZK,0.45434121,0.47231668,0.378859108,44.90742265,18.2394415,2.449321745,18.85676741,2.341625851,21.19839326,69.78776529,40.7832083,29.00455699,0.867,17.37,16.17,375.44,46.51,69.34,1.090402658
LNZK-28-4 ,LNZK,0.460436586,0.434475188,0.359470157,52.40399995,18.75221785,3.461155215,19.25545571,3.08268176,22.33813747,67.24832215,40.42280803,26.82551412,0.899,18.32,17.37,387.07,50.76,73.82,1.031035334
LNZK-28-5 ,LNZK,0.572651879,0.973449008,0.625429848,46.06790242,15.7156893,2.55502752,16.6442953,2.635387431,19.27968273,70.22742936,42.73948373,27.48794563,0.867,18.08,18.8,378.89,45.25,72.79,
LONG-29-1 ,LONG,0.624801522,0.555174292,0.666620456,48.1433285,17.27808196,2.38098622,18.33648393,2.258234519,20.59471845,71.71314741,43.5532246,28.15992281,0.927,14.97,20.48,455.02,49.5,69.82,1.150432941
LONG-29-2 ,LONG,0.552543676,,1.04918335,58.91930382,13.87926584,2.404144569,15.92105263,2.016626794,17.93767943,73.89937107,48.14297564,25.75639543,0.949,16.05,20,515.16,53.19,73.96,2.071117257
LONG-29-4,LONG,0.554712223,0.472239784,0.512725352,47.49090714,18.14431671,2.835359082,22.05755892,1.769591955,23.82715088,68.32855322,41.25564999,27.07290323,0.882,14.55098125,17.18630625,352.205,47.39814441,63.77477013,6.6841205
MCFA-20-1 ,MCFA,0.512645767,0.637938658,0.435634337,50.28551807,19.9236444,2.861234758,18.04560261,3.197660646,21.24326325,70.78651685,42.82382853,27.96268833,0.901,17.73,19.64,406.16,47.39,75.12,0.610764042
MCFA-20-2 ,MCFA,0.476199958,0.721634295,0.424909025,42.88728953,15.3089379,2.215618319,17.82051282,2.127768065,19.94828089,69.96221662,42.7550379,27.20717873,0.987,16.53,20.84,427.26,49.02,71.07,1.727345506
MCFA-20-3 ,MCFA,0.546957211,1.048782897,0.689637639,44.90056712,17.86108711,2.703107142,18.67549669,3.15436484,21.82986153,71.62162162,42.14602458,29.47559704,0.966,17.25,18.68,415.92,49.5,74.45,0.308162499
MCFA-20-6 ,MCFA,0.399774177,0.574495471,0.447636708,47.13871703,16.46437052,2.572695765,19.93442623,2.117645306,22.05207154,70.31736154,43.36387336,26.95348819,0.975,16.65,18.44,381.43,47.39,68.05,1.06197425
MCGR-15-6 ,MCGR,0.752438301,1.343631627,0.740466907,48.73382109,19.09967364,2.521743945,18.04835924,2.498076621,20.54643586,66.37407157,39.81322856,26.56084301,,19.64,21.8,513.34,,72.94,
MCGR-15-7 ,MCGR,0.548084298,,0.901671415,55.00218369,14.94762373,2.651045769,16.52459016,2.231445604,18.75603577,71.62534435,44.86250431,26.76284004,,20.24,19.64,465.83,,78.42,
MCGR-15-8 ,MCGR,0.579594856,0.626125249,0.638465618,50.49635971,17.83136707,2.391448321,18.0564675,2.149943294,20.20641079,71.04105572,42.88816344,28.15289228,,17.13,19.28,496.36,,68.65,1.083589145
MCHA-19-3 ,MCHA,0.459814144,0.541086062,0.513764654,51.54042704,18.01440295,2.643373536,19.47803947,2.784995081,22.26303455,70.18450185,41.93295227,28.25154957,0.888,17.96,19.4,396.62,49.02,72.81,0.71816958
MCHA-19-4 ,MCHA,0.421127576,0.406596778,0.459717331,51.95034487,18.22555611,3.276009981,19.40298507,2.456037992,21.85902307,69.64520368,42.7879837,26.85721998,0.878,20.12,19.28,427.83,48.08,69.43,0.469441503
MCHA-19-5 ,MCHA,0.407975567,0.308416147,0.374029094,48.90888692,19.10105342,3.707676353,19.60154242,2.36503856,21.96658098,65.05415162,40.73442881,24.31972282,0.892,19.52,18.56,422.6,43.67,69.62,1.186615416
MCHB-19-1 ,MCHB,0.540042813,0.832747178,0.535898193,47.32539529,15.9919982,2.588641898,20.03780718,2.662055336,22.69986252,70.59214904,43.44034362,27.15180542,0.997,19.16,17.96,397.98,53.76,72.03,1.346778141
MCHB-19-2 ,MCHB,0.456569524,0.718373203,0.52749239,52.02286987,17.57793644,2.414968053,18.79549967,2.576619939,21.37211961,74.17900837,41.41109434,32.76791403,0.674,21.32,22.28,414.45,55.25,72.87,0.71554938
MCHB-19-3 ,MCHB,0.527250604,0.815040398,0.77852784,47.10160534,15.83815964,2.44887779,19.73421927,2.578556327,22.3127756,68.73368146,39.83404757,28.8996339,0.994,17.25,19.04,404.48,49.02,71.65,1.201350328
MCHB-19-4 ,MCHB,0.468234559,1.020758343,0.399804835,46.99431743,16.59942692,2.880392821,18.39228296,3.079888921,21.47217188,70.18673535,43.41462779,26.77210756,1.024,15.57,20.84,425.5,50.25,75.8,0.569047477
MCHB-19-5 ,MCHB,0.58779886,0.846632272,0.578012054,47.79826123,16.48883854,2.748354053,18.72391175,2.016723586,20.74063533,66.12779061,40.60519416,25.52259645,0.9,18.44,20,405.39,47.17,67.81,0.751491101
MCMN-27-3 ,MCMN,0.73105887,0.809301452,0.73577929,47.07404456,18.11359356,3.178524227,20.51612903,2.229853372,22.7459824,65.27777778,37.65549071,27.62228706,0.764,14.25,16.53,388.19,47.85,67.59,2.712302775
MCMN-27-5 ,MCMN,0.566970747,0.756208935,0.721744798,50.06578459,16.97839284,2.745452668,18.20529374,2.279887317,20.48518106,65.94488189,41.13671639,24.8081655,0.811,20.84,20,460.21,51.28,71.09,1.941664328
MEMA-28-1 ,MEMA,0.459112056,0.77878185,0.330596337,43.6559115,17.025157,2.596741285,18.89714994,2.233412189,21.13056213,71.76541717,41.5564791,30.20893807,0.838,18.92,22.76,367.83,44.25,70.75,0.912292682
MEMA-28-3 ,MEMA,0.489096843,0.708003218,0.721507323,49.08862982,17.393663,2.718832122,16.94610778,2.44586282,19.3919706,68.15642458,36.9121799,31.24424468,0.912,23.36,23.36,385.91,54.05,71.9,2.83595321
MEMA-28-4 ,MEMA,0.530328984,0.553787412,0.68171553,49.6830543,17.34716441,2.636460014,20.54533925,2.367354586,22.91269384,73.74413932,43.56204499,30.18209432,0.98,18.44,18.2,362.07,45.66,71.45,3.886510076
MEMA-28-5 ,MEMA,0.61622516,0.648322199,0.902069786,52.91789569,16.65711375,2.193003747,14.26900585,3.029372674,17.29837852,71.52020526,43.59634061,27.92386465,0.81,18.68,20.48,396.71,56.5,74.33,0.92581991
MTSM-27-1,MTSM,0.550293276,0.723291587,0.711248739,43.51312547,15.97798451,2.673364179,17.94196653,1.905746024,19.84771255,70.83067319,40.88172886,29.94894434,1.023,16.94673125,19.64195,391.05,47.16981132,73.39905428,1.836576336
MTSM-27-3 ,MTSM,0.646319826,0.667280064,0.929404955,52.31891976,15.6262653,2.625870072,18.48580442,2.629796387,21.1156008,70.12417823,42.49319244,27.63098579,0.961,18.56,21.2,394.94,43.86,68.28,2.704800573
MTSM-27-5 ,MTSM,0.522877506,0.706695811,0.510401306,46.55908051,15.97557618,2.70072738,18.75816993,1.864735591,20.62290553,68.76295784,43.23576723,25.52719061,0.982,21.2,21.68,381.45,53.48,70.33,2.495731218
NBON-29-1 ,NBON,0.571215291,0.544785875,0.822609669,54.25613791,18.36804688,2.127215602,18.83604506,2.715041529,21.55108659,68.82591093,42.29989993,26.526011,0.928,15.81,17.61,376.85,47.17,73.84,2.769963098
NBON-29-2 ,NBON,0.639448661,0.774919986,0.823648341,52.45173714,18.33903135,2.968376019,17.78606965,2.647444595,20.43351425,71.18758435,42.83779914,28.3497852,0.966,13.17,21.44,405.64,44.84,67.51,2.271260467
NBON-29-4 ,NBON,0.739059945,0.929704751,0.954500199,48.53094858,19.10162839,3.015807397,20.7840697,2.321858913,23.10592861,67.5862069,39.80137122,27.78483568,0.652,19.04,19.04,322.82,48.54,67,8.108141084
NECA-14-1,NECA,0.595707923,0.541829168,0.549603764,49.81887721,19.75733046,3.421821774,20.0893029,2.04994791,22.13925081,68.21347032,39.67695601,28.53651431,0.8965,16.34779375,20.2408875,366.47,48.44915771,67.3574274,4.691863595
NECB-14-6,NECB,0.666689782,0.51225412,0.55185504,47.20508365,18.65448396,2.470910084,18.54830156,2.186953355,20.73525492,65.46989311,39.25260561,26.2172875,0.681,19.46226875,20.839825,463.835,46.62232655,67.32169952,
NHTA-27-2 ,NHTA,0.714303789,0.847220253,0.661556904,51.54208596,17.76995474,2.81322146,18.08318264,2.274919174,20.35810181,68.03218727,40.56207678,27.47011049,0.859,24.55,25.51,422.12,46.08,69.26,0.742664983
NHTA-27-3 ,NHTA,0.563346043,0.407407827,0.836836521,55.18256301,20.29787751,3.39511699,17.40448757,2.4186835,19.82317107,66.73497268,40.47031991,26.26465276,1.03,18.08,22.16,409.3,48.54,70.49,3.681229832
NHTA-27-5 ,NHTA,0.627086435,0.388064564,0.83519649,51.86470238,19.58288307,2.812028933,20.32019704,2.340041424,22.66023847,69.31659693,41.70302892,27.61356801,,,,,,71.36,1.541372655
NHTB-27-1 ,NHTB,0.570811811,0.400509099,0.437856281,50.90307971,22.28294757,3.397778075,18.29673985,2.275237404,20.57197726,65.50764951,38.63138038,26.87626913,,15.33,20.12,393.44,53.76,68.23,1.420225844
NHTB-27-2 ,NHTB,0.527607491,0.326797123,0.546365225,56.15177513,17.91776548,2.739556945,19.80456026,2.525436778,22.32999704,68.43636364,41.98024071,26.45612293,0.774,17.25,20,357.44,46.51,70.11,3.548198553
NHTB-27-3 ,NHTB,0.512877021,0.421465773,0.523712378,54.09546175,21.67383891,3.266245587,18.2756527,2.748523486,21.02417619,64.63492063,37.29796994,27.33695069,0.948,21.56,23.83,429.42,55.25,71.6,0.597181617
NHTB-27-4 ,NHTB,0.494648275,0.4093105,0.146584662,49.1117916,19.0230017,2.208521498,18.17589577,2.860527095,21.03642286,70.77409163,41.33865929,29.43543234,0.847,18.92,20.24,428.1,52.63,75.06,0.640507411
NHTB-27-5 ,NHTB,0.583749908,0.447096436,0.425667606,53.60809634,19.87820288,3.34373344,18.54005168,2.498825464,21.03887714,66.38977636,39.44088207,26.94889429,0.965,18.92,19.88,388.11,53.19,71.28,1.98814677
NPLN-30-3 ,NPLN,0.532657023,0.37772529,0.328545677,53.59936481,21.10007079,3.397813476,18.02788845,3.047854038,21.07574248,65.09884117,37.39241225,27.70642892,0.884,18.92,20.12,352.66,43.29,68.4,
NPLN-30-4,NPLN,0.502187447,0.42523398,0.447315562,54.25916264,20.2329979,3.356980902,19.4511629,2.799640018,22.25080292,66.08959729,38.98368235,27.10591494,0.966,17.42588125,18.86333125,449.045,46.9856396,71.53197225,1.839717552
PHLA-22-1 ,PHLA,0.597415358,0.474330939,0.45404265,48.73926901,20.28796812,3.706923871,20.29262087,2.817805922,23.11042679,72.62059974,41.41271296,31.20788678,0.848,20.24,20.24,385.18,47.85,68.51,1.133267023
PHLA-22-2 ,PHLA,0.639165399,1.066735948,0.426051503,50.37930057,21.70049876,3.513380436,15.23309258,3.385542888,18.61863547,69.797145,40.23415272,29.56299229,0.833,18.68,22.52,371.48,47.62,71.52,0.532227956
PHLA-22-3 ,PHLA,0.51729319,0.424793863,0.367465983,49.96409442,19.80150832,2.94067366,18.7537092,3.074939304,21.8286485,71.40893471,39.44015864,31.96877607,1.034,19.4,20.6,358.25,45.05,71.98,0.81293603
PHLA-22-4 ,PHLA,0.526713485,0.419183714,0.270843693,48.5475193,19.1873856,3.129871332,18.49405548,2.954755614,21.4488111,71.04642014,41.22090317,29.82551697,0.871,17.73,20.36,398.89,48.78,71.92,1.032513892
